Course Code,Course Name,Course Type,Course Category,Instructor,Slot,Division,Restriction,Credits,Description
CS 747,Foundations of Intelligent and Learning Agents,Theory,Interdisciplinary STEM Course.,I - Shivaram Kalyanakrishnan,"14
Fri-14B-17:30:00-18:55:00-Class Room : LA 001
Tue-14A-17:30:00-18:55:00-Class Room : LA 001", S1,"[['ALL', '2021', '2021', '2021', '2021', '2022', '2022', '2022', '2022', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['Ph.D.', 'B.S.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'IDDDP', 'B.S.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'IDDDP', 'Dual Degree (M.S. by Research + Ph.D.)', 'Dual Degree (M.Tech. + Ph.D.)', 'M.S. by Research', 'M.Tech.', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",6,"(1) Agency, intelligence, and learning(2) Exploration and multi-armed bandits(3) Markov Decision Problems and planning(4) Reinforcement learning(5) Search(6) Multi-agent systems and multi-agent learning(7) Case studies"
CS 747,Foundations of Intelligent and Learning Agents,Theory,Interdisciplinary STEM Course.,I - Shivaram Kalyanakrishnan,"14
Fri-14B-17:30:00-18:55:00-Class Room : LA 001
Tue-14A-17:30:00-18:55:00-Class Room : LA 001", S2,"[['2023', '2023', '2023', 'ALL'], ['ALL', 'ALL', 'ALL', 'ALL'], ['B.Tech.', 'B.S.', 'Dual Degree (B.Tech. + M.Tech.)', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",6,"(1) Agency, intelligence, and learning(2) Exploration and multi-armed bandits(3) Markov Decision Problems and planning(4) Reinforcement learning(5) Search(6) Multi-agent systems and multi-agent learning(7) Case studies"
CS 757,Design and Re-engineering of Object Oriented Programs,Theory,Advanced Course.,I - Rushikesh Krishnakant Joshi,"12
Mon-12A-17:30:00-18:55:00-Class Room : LA 002
Thu-12B-17:30:00-18:55:00-Class Room : LA 002", ,"[['ALL', 'ALL'], ['Computer Science and Engineering', 'ALL'], ['ALL', 'ALL'], ['Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable']]",6,"Non-functional properties of design such as Modularity, Reuse, Adaptability, Evolvability, Separation of concerns, Robustness, Fixity, Flexibility and Openness; their implications to object oriented design. Design primitives such as Abstraction, Interclass relations, Inheritance and part-whole hierarchies, Recursive structures, Generic types and Templates, Concurrency, Threads and Synchronization, Objects as state machines, Exceptions. Use of design knowledge via Design patterns, Refactoring patterns; Topics in Reverse Engineering and Re-engineering. Empirical and qualitative analysis of design quality: Coupling and cohesion, Design metrics, Access graphs and Concept lattices."
CS 765,"Introduction to Blockchains, Cryptocurrencies and Smart Contracts",Theory,Advanced Course.,I - Vinay J. Ribeiro,"9
Mon-9A-15:30:00-16:55:00-KR 125
Thu-9B-15:30:00-16:55:00-KR 125", ,"[['2022', '2021', '2021', '2022', '2022', '2023', '2023', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', '2022', 'ALL'], ['Electrical Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'ALL'], ['Dual Degree (B.Tech. + M.Tech.)', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'Dual Degree (M.S. by Research + Ph.D.)', 'Dual Degree (M.Tech. + Ph.D.)', 'M.S. by Research', 'M.Tech.', 'Ph.D.', 'B.Tech.', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",6,"The proposed course differs from EE465, in that it (i) studies blockchains from a distributed systems and related security point of view (topics such as safety, liveness, impossibility results) without going into the very fine details of several individual deployed blockchain systems, and (ii) has systems-heavy assignments which involve building blockchain systems in a peer-to-peer system. In contrast, EE465 discusses fine details of a suite of deployed blockchain systems such as Monero, Ethereum, Bitcoin, Stellar, Hyperledger etc. In addition the assignments are not systems heavy."
CS 767,Theoretical Machine Learning,Theory,Interdisciplinary STEM Course.,I - Arpit Agarwal,"6
Fri-6B-11:05:00-12:30:00-ESE 109
Wed-6A-11:05:00-12:30:00-ESE 109", ,"[['ALL', '2021', '2021', '2021', '2022', '2022', '2022', '2023', '2023', '2023', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['Ph.D.', 'B.S.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.S.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.S.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'Dual Degree (M.S. by Research + Ph.D.)', 'Dual Degree (M.Tech. + Ph.D.)', 'IDDDP', 'M.S. by Research', 'M.Tech.', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",6,"Given the ever-evolving nature of the field and recent enthusiasm of theoreticians in ML, we have picked a large collection of topics. The plan would be to cover a subset of the modules listed below (not more than 2-3 in an offering). Module I: Introduction to PAC learning Framework of Statistical learning Theory of VC dimension Module II: Online algorithms Bandit algorithms Dimensionality reduction Sketching and Streaming algorithms Boosting Module III: Theoretical aspects of deep learning Module IV: Support vector machines Convex optimization Non-negative matrix factorization Tensors in machine learning and applications Stochastic Block models Module V: Learning constant depth Boolean circuits (Linial-Mansour-Nisan) Learning from Natural proofs (Carmosino-Impagliazzo-Kabanets-Kolokolova) Computational limits to learnability Module VI: Newer connection between theory and ML Connections to Game theory Connections to Coding Theory"
CS 771,Foundations of verification and automated reasoning,Theory,Advanced Course.,"A - Bharat Gopichand Adsul
I - Paritosh K. Pandya","8
Mon-8A-14:00:00-15:25:00-CC 101
Thu-8B-14:00:00-15:25:00-CC 101", ,"[['ALL', 'ALL'], ['ALL', 'ALL'], ['ALL', 'ALL'], ['Allowed', 'Allowed'], ['Non-Overridable', 'Non-Overridable']]",6,"Module 1 : Logic (21 hours) • Propositional logic: syntax and semantics, truth table, satisfiability proof systems, equivalences, normal forms, tseitin encoding, (3 hours) • FOL(First order logic) syntax and semantics, SAT problem in FOL, proof systems (without completeness), FOL Theories, (6 hours) 2 • Simple programming language, small and big step semantics, strongest post, weakest pre, Hoare logic, invariants, tools for invariant checking (6 hours) • Satisfiability(SAT) solvers for propositional logic, CDCL, optimizations in CDCL, encoding problems into SAT problems, satisfiability modulo theory(SMT) solvers (6 hours) Module 2 : Automata (21 hours) • Linear temporal logic (LTL) and Computation tree logic(CTL) syntax and semantics, normal forms, satisfiability problems ( 6 hours ) • Automata on finite words, DFA and NFA, subset construction, regular expression pumping lemma (3 hours) • Automata on infinite words, Buchi automaton(BA), vs ω-regular languages, NBA equivalence to LTL, emptiness. (6 hours) • Computability, Turing machine, decidability (6 hours)"
CS 772,Deep Learning for Natural Language Processing,Theory,Interdisciplinary STEM Course.,I - Sunita Bishwanath Sarawagi,"11
Fri-11B-15:30:00-16:55:00-CC103
Tue-11A-15:30:00-16:55:00-CC103", ,"[['ALL', '2021', '2021', '2021', '2022', '2022', '2022', '2023', '2023', '2023', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['Ph.D.', 'B.S.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.S.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.S.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'Dual Degree (M.S. by Research + Ph.D.)', 'Dual Degree (M.Tech. + Ph.D.)', 'IDDDP', 'M.S. by Research', 'M.Tech.', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",6,"Background: History of Neural Nets; History of NLP; Basic Mathematical Machinery- Linear Algebra, Probability, Information Theory etc.; Basic Linguistic Machinery- Phonology, morphology, syntax, semantics  Introducing Neural Computation: Perceptrons, Feedforward Neural Network and Backpropagation, Recurrent Neural Nets 9. Difference between Classical Machine Learning and Deep Learning: Representation- Symbolic Representation, Distributed Representation, Compositionality; Parametric and non-parametric learning  Word Embeddings: Word2Vec (CBOW and Skip Gram), Glove, FastText  Application of Word Embedding to Shallow Parsing- Morphological Processing, Part of Speech Tagging and Chunking  Sequence to Sequence (seq2seq) Transformation using Deep Learning: LSTMs and Variants, Attention, Transformers  Deep Neural Net based Language Modeling: XLM, BERT, GPT2-3 etc; Subword Modeling; Transfer Learning and Multilingual Modeling  Application of seq2seq in Machine Translation: supervised, semi supervised and unsupervised MT; encoder-decoder and attention in MT; Memory Networks in MT  Deep Learning and Deep Parsing: Recursive Neural Nets; Neural Constituency Parsing; Neural Dependency Parsing.  Deep Learning and Deep Semantics: Word Embeddings and Word Sense Disambiguation; Semantic Role Labeling with Neural Nets  Neural Text Classification; Sentiment and Emotion labeling with Deep Neural Nets (DNN); DNN based Question Answering  Indispensability of DNN in Multimodal NLP; Advanced Problems like Sarcasm, Metaphor, Humour and Fake News Detection using multimodality and DNN  Natural Language Generation; Extractive and Abstractive Summarization with Neural Nets  Explainability"
CS 777,M.S. R&D 1,Other Project,Advanced Course.,I - Chethan Kamath,, ,[],8,R & D project for M.S. By Research. As prescribed by guide
CS 781,Formal Methods in Machine Learning,Theory,Interdisciplinary STEM Course.,I - Supratik Chakraborty,"8
Mon-8A-14:00:00-15:25:00-Class Room : LT 106
Thu-8B-14:00:00-15:25:00-Class Room : LT 106", ,"[['ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', '2021', '2021', '2022', '2022', '2023', '2023', 'ALL', 'ALL', 'ALL', '2021', '2021', '2022', '2022', '2023', '2023', 'ALL', 'ALL', 'ALL', '2021', '2022', '2023', 'ALL', 'ALL', 'ALL', '2021', '2022', '2023', 'ALL', '2021', '2021', '2022', '2022', '2023', '2023', 'ALL'], ['Industrial Engineering and Operations Research', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Mathematics', 'Mathematics', 'Centre for Machine Intelligence and Data Science', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Industrial Engineering and Operations Research', 'Centre for Machine Intelligence and Data Science', 'Centre for Machine Intelligence and Data Science', 'Centre for Machine Intelligence and Data Science', 'Centre for Machine Intelligence and Data Science', 'Mathematics', 'Mathematics', 'Mathematics', 'Mathematics', 'Mathematics', 'Mathematics', 'ALL'], ['Ph.D.', 'Dual Degree (M.S. by Research + Ph.D.)', 'Dual Degree (M.Tech. + Ph.D.)', 'M.S. by Research', 'M.Tech.', 'Ph.D.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'Dual Degree (M.Tech. + Ph.D.)', 'M.Tech.', 'Ph.D.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'Dual Degree (M.Sc. + Ph.D.)', 'Ph.D.', 'Ph.D.', 'B.Tech.', 'B.Tech.', 'B.Tech.', 'Dual Degree (M.Tech. + Ph.D.)', 'IDDDP', 'M.Tech.', 'IDDDP', 'IDDDP', 'IDDDP', 'M.S. by Research', 'B.S.', 'B.S.+ M.Sc. Dual Degree', 'B.S.', 'B.S.+ M.Sc. Dual Degree', 'B.S.', 'B.S.+ M.Sc. Dual Degree', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny', 'Deny', 'Deny', 'Deny', 'Deny', 'Deny', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",6,"1. Relevant basics for course: 1. Relevant logic basics (1 week): Expressing properties using propositional, first order and linear temporal logics, Hoare triples, satisfaction and validity of formulas. 2. Relevant ML basics (1 week): 1. Feed-forward deep neural networks: Structure, loss functions, non-linear functions used in NNs, training basics, NNs as classifiers, binarized neural networks 2. Reinforcement Learning: Agent, environment, reward function, strategy, Q-learning basics 3. Probably Approximately Correct Learning: Basic theorem and applications 2. Feed-forward Deep Neural Networks (DNN) through the lens of formal methods 1. Modeling (1 week): systems of constraints, use of abstraction and refinement 2. Property specification (1 week): safety, robustness, fairness, pitfalls 3. Algorithms and techniques for checking properties against models 1. Constraint solving techniques, in-depth case study (1 week): ReLUplex and application in ACAS-Xu safety verification 2. Abstraction refinement techniques, in-depth case study (2 weeks): DeepPoly and application in MNIST classifier verification 4. Robustness analysis using constraint solving and model counting (1 week) 5. Generating explainable interpretations with guarantees (1 week) 3. Reinforcement Learning (RL) through the lens of formal methods 1. Shield synthesis for safe RL using Markov Decision Processes (MDP) as models (2 weeks) 2. Safe RL via Justified Speculative Control (1.5 weeks) 3. Safe RL via decision tree policy extraction (1.5 weeks)"
CS 782,Algebra and Computation,Theory,Interdisciplinary STEM Course.,"A - Milind Ashok Sohoni
I - Bharat Gopichand Adsul","6
Fri-6B-11:05:00-12:30:00-CC 105
Wed-6A-11:05:00-12:30:00-CC 105", ,"[['ALL', 'ALL'], ['ALL', 'ALL'], ['ALL', 'ALL'], ['Allowed', 'Allowed'], ['Non-Overridable', 'Non-Overridable']]",6,"Algorithms for fast polynomial evaluation, polynomial multiplication, division with remainder GCD of polynomials, Resultant and properties Algorithms for polynomial factorization, and applications Lattices, Shortest vector problem and LLL algorithm and applications Number theoretic algorithms like GCD, Solving linear systems over integers, rational approximation of irrational numbers Algorithms for integer factorization Shor’s algorithm for integer factorization on quantum computers Algorithms for primality testing including both randomized and deterministic algorithms Computational algebraic geometry, Ideal Membership problem, degree bounds, Groebner basis based methods Algebraic independence, Jacobian and applications Topics in algebraic complexity theory"
CS 790,Privacy Enhancing Technologies,Theory,Advanced Course.,I - Devashish Gosain,"13
Mon-13A-19:00:00-20:25:00-CC 105
Thu-13B-19:00:00-20:25:00-CC 105", ,"[['2023', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', '2021', '2021', '2022', '2022', '2023', 'ALL'], ['Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'ALL'], ['Dual Degree (B.Tech. + M.Tech.)', 'Dual Degree (M.S. by Research + Ph.D.)', 'Dual Degree (M.Tech. + Ph.D.)', 'M.S. by Research', 'M.Tech.', 'Ph.D.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'B.Tech.', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",6,"In this course, we will explore the latest research on identifying and countering these threats, covering topics such as systems for firewall detection and circumvention, web tracking and traffic analysis countermeasures, anonymous communication networks like Tor, and other privacy-enhancing technologies (PETS). * Traffic filtering: Introduction : what is traffic, how it is different from standard firewall operations, different levels in different ISPs? * Traffic filtering triggers : What type of content is filtered? Technical mechanisms to identify what type of content blocking. This involves studying IP tables, constructing packets using Raw Sockets to bypass protocol stack in the kernel etc. * Measurement Techniques to detect firewalls : How to assess blocking, different detection approaches with limitations etc. Studying SSL and TLS protocols in detail, identifying information leak in DNS, HTTP and TLS protocol. Use of traceroutes to learn about the network paths, identifying the network hop of the firewall etc. * Great Firewall of China (GFC) : One of the most sophisticated content blocking apparatus deployed at the country scale. Studying how network security researchers remotely characterize the filtering capability of the GFW for more than two decades. This involves studying creation of Transmission Control Block (TCB), how custom packets can break the TCB etc. * Identifying loopholes in firewalls : Characterizing sophisticated middleboxes (modified firewalls) deployed by different ISPs, measuring end-to-end delays using HTTP Ping, Iperf etc., caused by these middleboxes * Privacy: Overview : Different definitions and expectations of privacy; notions of Privacy at different network layers * Privacy: Web tracking: How a user is tracked over the web; tracking cookies; browser fingerprinting etc. Can firewalls help in user tracking? * Privacy: Anti-tracking techniques: Tracker list, ad-blockers, cookie partitioning etc * Privacy: Privacy Law: High-level idea of GDPR, CCPA and DPDPA etc., and detailed know how of their technical implementation * Privacy: Anonymity over Internet: Definitions of anonymity, why anonymity etc * Privacy: Anonymity Solutions: Proxies, Tor, Mixnets (intro) Course Modalities: Combination of in-class lectures, paper reading, hands-on components--programming assignments, projects."
CS 791,Probabilistic Foundations of AI,Theory,Interdisciplinary STEM Course.,I - Sunita Bishwanath Sarawagi,"12
Mon-12A-17:30:00-18:55:00-Class Room : LH 302
Thu-12B-17:30:00-18:55:00-Class Room : LH 302", ,"[['2023', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', '2021', '2021', '2021', '2021', '2022', '2022', '2022', '2022', '2023', '2023', '2023', 'ALL'], ['ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['IDDDP', 'Dual Degree (M.S. by Research + Ph.D.)', 'Dual Degree (M.Tech. + Ph.D.)', 'M.S. by Research', 'M.Tech.', 'Ph.D.', 'B.S.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'IDDDP', 'B.S.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'IDDDP', 'B.S.', 'B.Tech.', 'Dual Degree (B.Tech. + M.Tech.)', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",6,"This course covers advanced topics in statistics, machine learning and algorithms that form the foundations of modern generative AI. Broadly the theme is modeling, training, and generation of multiple inter-dependent variables. Topics covered: Probabilistic graphical models specifically Bayesian networks, inference methods like message passing, Energy-based models, Sampling Methods like importance sampling, MCMC sampling like Langevin MC. Deep latent generative models like variational auto-encoders, Normalizing flows, GANs, diffusion models for continuous and discrete data, constrained generation from diffusion models Efficient and constrained inference algorithms for large language models Adaptation of pre-trained models: fine-tuning, in-context learning, model stitching, continuous learning Other recent topics in machine learning. When appropriate the techniques will be linked to applications in NLP, vision, databases, and sciences."
CS 797,I Stage Project,Project Stage 1,Advanced Course.,I - Shivaram Kalyanakrishnan,, ,"[['ALL', 'ALL', 'ALL'], ['Computer Science and Engineering', 'Computer Science and Engineering', 'ALL'], ['Dual Degree (M.Tech. + Ph.D.)', 'M.Tech.', 'ALL'], ['Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",50, 
CSS801,Seminar,Seminar,Advanced Course.,I - Abir De,, ,"[['ALL', 'ALL'], ['Computer Science and Engineering', 'ALL'], ['Ph.D.', 'ALL'], ['Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable']]",4, 
CSS802,Seminar,Seminar,Advanced Course.,I - Abir De,, ,"[['ALL', 'ALL'], ['Computer Science and Engineering', 'ALL'], ['Ph.D.', 'ALL'], ['Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable']]",4, 
DH 301,Basic Epidemiology,Theory,Interdisciplinary STEM Course.,I - Kalyani Addya,"5
Fri-5B-09:30:00-10:55:00-Class Room : LT 106
Wed-5A-09:30:00-10:55:00-Class Room : LT 106", ,"[['ALL', 'ALL', 'ALL', 'ALL', '2023', '2022', 'ALL'], ['Chemical Engineering', 'Koita Centre for Digital Health', 'Koita Centre for Digital Health', 'Koita Centre for Digital Health', 'ALL', 'ALL', 'ALL'], ['Ph.D.', 'IDDDP', 'Ph.D.', 'M.S. by Research', 'ALL', 'ALL', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Overridable', 'Overridable', 'Non-Overridable']]",6,"Definition and objectives of epidemiology: Principles and methods of epidemiology to investigate disease distribution. Using epidemiologic methods to study the cause, extent and prevention of various infectious and non-infectious diseases. Dynamics of disease transmission: modes of transmission, attack rate, disease outbreak investigation  Disease surveillance and measures of morbidity and mortality: Active and passive surveillance, emergency warning systems, stages of a disease, incidence and prevalence of disease, mortality rates, case fatality Assessing screening tests: Validity of tests, Tests with binary and continuous outcomes, sequential testing, sensitivity and specificity measures Different types of study design, including randomized trials, case-control and cohort studies, risk estimation and causal inferences. Epidemiology and the development of policy."
DH 301,Basic Epidemiology,Theory,Interdisciplinary STEM Course.,I - Kalyani Addya,"5
Fri-5B-09:30:00-10:55:00-Class Room : LT 106
Wed-5A-09:30:00-10:55:00-Class Room : LT 106", M,[],6,"Definition and objectives of epidemiology: Principles and methods of epidemiology to investigate disease distribution. Using epidemiologic methods to study the cause, extent and prevention of various infectious and non-infectious diseases. Dynamics of disease transmission: modes of transmission, attack rate, disease outbreak investigation  Disease surveillance and measures of morbidity and mortality: Active and passive surveillance, emergency warning systems, stages of a disease, incidence and prevalence of disease, mortality rates, case fatality Assessing screening tests: Validity of tests, Tests with binary and continuous outcomes, sequential testing, sensitivity and specificity measures Different types of study design, including randomized trials, case-control and cohort studies, risk estimation and causal inferences. Epidemiology and the development of policy."
DH 302,Introduction to Public Health Informatics,Theory,Interdisciplinary STEM Course.,"I - Nirmal Suresh Punjabi
I - Saket Choudhary","6
Fri-6B-11:05:00-12:30:00-Class Room : LC 101
Wed-6A-11:05:00-12:30:00-Class Room : LC 101", ,[],6,"Introduction to public health with emphasis on health promotion and disease prevention. History of public health work, Role of government in health, public health policies and interventions Introduction to global health, health inequities, Epidemic and pandemic preparedness, Environmental issues in public health. Mapping and surveillance techniques for controlling diseases, models for efficient and knowledge based public health work Introduction to biomedical informatics and public health informatics, role of informatics in public health and global health Standards in Biomedical and public health Informatics Evaluation of Biomedical and Health Information Resources, Patient-Centered Care Systems, Patient Monitoring Systems, Clinical Research Informatics Introduction to ethics in healthcare and its importance. Issues in Clinical ethics and Research ethics. Studying application of healthcare technology and ethical issues. Main principles of medical ethics Overview of the Clinical Research Process. WHO Principles of Good Clinical Practice. Ethical Conduct Good Clinical Practice. Protocol. Review by Independent Ethics Committee/ Independent Review Board. Protocol Compliance. Informed Consent Roles and responsibilities of Principal. Investigator Qualifications. Staff Qualifications. Records. Confidentiality and data /Privacy."
