Course Code,Course Name,Course Type,Course content category Only for 2022 Entrants,Instructor(s),Venue,Slot,Division,Biometric Attendance Enabled?,Registration Limit,Division Defined,Restrictions,Total Credits,Lecture,Tutorial,Practical,Self-Study,Half Semester,Text Reference,Course Description
PH 227,AI and Data Science,Theory,Interdisciplinary STEM Course.,"I - Alok Shukla
I - Sadhana Dash","  Class : CL 104 ESE
FullSemester","1
Mon-1A-08:30:00-09:25:00-Class : CL 104 ESE
Thu-1C-10:35:00-11:30:00-Class : CL 104 ESE
Tue-1B-09:30:00-10:25:00-Class : CL 104 ESE", , Biometric Enabled,300,,No restrictions,6.0,2.0,1.0, , ,N,"Introduction to Statistics and Data Analysis for Physicists by GerhardBohm and Gunter Zech (URL : https://s3.cern.ch/inspire-prod-files-d/da9d786a06bf64d703e5c6665929ca01)Introduction to Probability and Statistics for Engineers and Scientists by Sheldon M. Ross(URL: https://minerva.it.manchester.ac.uk/~saralees/statbook3.pdf)Pattern Recognition and Machine Learning by C. M. Bishop(URL: https://readyforai.com/download/pattern-recognition-and-machine-learning-pdf/)Neural Networks and deep learning, Web book(URL: http://neuralnetworksanddeeplearning.com/index.html)","Syllabus: Data Science: Introduction to data driven systems and examples. Bayesian vs. Frequentist statistics. Random variables, probability distribution with continuous and discrete outcomes, common distribution functions. Moments and moment generating function. Central limit theorem, parameter Inference: maximum likelihood method and confidence interval. Hypothesis testing: Test statistic, chi-squared test, p-value test. Introduction to linear models, simple and multiple linear regression, logistic regression. Machine Learning: What is learning? Learning objective, data needed. Introduction to supervised learning, training validation and testing (including loss function) - (i) Decision trees and support vector machines (SVM), classification and regression trees (CART) – growing trees, variable importance measure (ii) Random Forests - separating hyperplane, maximum margin classifier, support vector classifier. (iii) Introduction to deep learning: Definition and types of neurons, neural network architecture, cost function, feed forward neural network, back propagation algorithm. Artificial Neural networks (ANN), Deep Neural Networks, Convolution Neural Networks (CNN). Applications of neural networks (deep learning) in optimization, regression and model building. Multivariate analysis and dimension reduction. Singular Value Decomposition (SVD), Principal Component Analysis (PCA) etc."
PH 251,Classical Mechanics,Theory,Interdisciplinary STEM Course.,I - Pragya Das,"  Class Room : LT 006
FullSemester","5
Fri-5B-09:30:00-10:55:00-Class Room : LT 006
Wed-5A-09:30:00-10:55:00-Class Room : LT 006", M, ,20,,No restrictions,6.0,2.0,1.0, , ,N,"1.011H. Goldstein, Classical Mechanics, Addison Wesley 19802.011N. C. Rana and P. S. Joag, Classical Mechanics, Tata McGraw Hill 19913.011S. N. Biswas, Classical Mechanics 1998","Review of Newton’s laws of motion. Hamilton’s principle, variationalmethod and Lagrange’s equations with and without constraints. Centralforce, Kepler’s laws. Hamilton’s equations, canonical transformation,Poisson brackets. Periodic motion, small oscillations, normal coordinates.Rigid body dynamics, moment of inertia tensor, Euler equations, motion of asymmetric top. Frames of reference, rotating frames, centrifugal andCoriolis forces."
PH 253,Thermal and Statistical Physics,Theory,Interdisciplinary STEM Course.,I - Raghunath Chelakkot,"  Class Room : LT 306
FullSemester","5
Fri-5B-09:30:00-10:55:00-Class Room : LT 306
Wed-5A-09:30:00-10:55:00-Class Room : LT 306", M, ,20,,No restrictions,6.0,2.0,1.0, , ,N,"1.011K. Huang, Statistical Mechanics, 2nd ed., John Wiley, 1987. 2.011H.B. Callen, Thermodynamics and an Introduction to Thermostatistics, 2nd edn, John Wiley, 1985 3.011F. Reif, Fundamentals of Statistical and Thermal Physics, McGraw Hill, 1965.","Review of thermodynamics: notion of equilibrium, equation of state, first and second laws of thermodynamics, thermodynamic potentials and Maxwell`s relations. Phase space, ergodicity, Liouville’s theorem, microcanonical, canonical and grand canonical ensembles, Boltzmann statistics and its applications to ideal gas. Bose-Einstein and Fermi-Dirac statistics, and their applications."
PH 303,Supervised Learning,Seminar,Interdisciplinary STEM Course.,I - Himadri Shekhar Dhar,"   
FullSemester",, , ,0,,No restrictions,6.0, , , , ,N, , 
PH 312,Electromagnetic Theory,Theory,Interdisciplinary STEM Course.,I - Kantimay Siba Pada Das Gupta Das Gupta,"  Class : CL 104 ESE
FullSemester","6
Fri-6B-11:05:00-12:30:00-Class : CL 104 ESE
Wed-6A-11:05:00-12:30:00-Class : CL 104 ESE", , Biometric Enabled,300,,No restrictions,8.0,3.0,1.0, , ,N,"1. Introduction to ElectrodynamicsD. J. Griffiths, 4 th editionPrentice Hall India Pvt Ltd2. Feynman Lectures vol IIR. P. Feynman, R. B. Leighton, M. SandsNarosa Publishing House3. Classical Electricity and MagnetismW.K.H. Panofsky, M. PhilipsDover Books (2)4. Modern ElectrodynamicsA. ZangwillCambridge University Press (2020)5. Electricity and MagnetismA.S. Mahajan and A.A. RangwalaMcGraw Hill Education (2017)6. Foundations of Electromagnetic TheoryJ.R. Reitz, F.J. Milford and R.W. ChristyAddison-Wesley/ Narosa Publishing House (1992)","Divergence and curl of the electrostatic field. Electrostatic potential, Laplace and Poisson’s equation. Solving Laplace’s equation in Cartesian and Spherical Polar (revision only). Solution in cylindrical co-ordinates with examples. Use of Bessel functions. 11 Contents of the course Uniqueness and mean value theorems. Boundary value problems, Green’s function. Solving Green’s functions with images, eigenfunction expansion of Dirac delta function. Multipole moment upto dipole and quadrupole potentials. Interaction energy of a charge distribution with an external field.Dielectrics and polarization, E, P and D vectors. Boundary conditions. Magnetic fields and vector potential, induced currents, magnetic materials, B,H and M vectors. Electromagnetic induction, Faraday’s laws and Maxwell’s correction to ampere’s law. Maxwell’s equations. Energy of the EM field, Poynting theorem and energy transport. Momentum transport, Electromagnetic stress tensor. Electromagnetic waves. Reflection and refraction of EM waves at boundaries of dielectrics and metals. Derivation of the laws of reflection and refraction. Quantitative calculation of the reflected and transmitted intensities. Total internal reflection and evanescent waves. Radiation pressure. Electrodynamics, gauge freedom, derivation of the retarded potentials via Green’s function. Lenard-Wiechart potentials of a moving point charge. Electric and magnetic fields of a moving charge. Equivalence with Lorenz transformation/ Special relativity. Electromagnetic radiation due to oscillating electric dipole. The near and far fields and their relevance. Magnetic dipole radiation. Radiation due to accelerating point charge, Brehmstralung and energy loss. Radiation retardation and its relevance"
PH 401,Classical Mechanics,Theory,Interdisciplinary STEM Course.,I - Anirban Sain,"  Class : CL 110 ESE
FullSemester","L
Thu-L3-14:00:00-16:55:00-Class : CL 110 ESE
Wed-LX-14:00:00-16:55:00-Class : CL 110 ESE", , Biometric Enabled,300,,No restrictions,8.0,3.0, ,1.0, ,N,"H. Goldstein, Classical Mechanics, Addison Wesley 1980N. C. Rana and P. S. Joag, Classical Mechanics, Tata McGraw Hill 1991L. D. Landau and E. M. Lifshitz, Pergamon Press 1960V. I. Arnold, Mathematical Methods of Classical Mechanics, Springer Verlag 1981S. N. Biswas, Classical Mechanics 1998Percival & Richards, Introduction to Dynamics, Cambridge","1. A short revision of elementary Newtonian mechanics - Forces, Torques, Rotational motion, Sliding friction, Rolling friction as a constraint, Oscillations of single degrees of freedom, Energy conservation, Energy non-conservation and inelasticity. 2. Lagrangian formalism (i) Generalised Kinetic energy, Potential energy, Symmetries leading to Lagrangian of a free particle in non-relativistic and relativistic mechanics. (ii) Hamilton’s principle, Variational method, and Euler-Lagrange equations. (iii) Symmetries and conservation laws — generalised momenta, energy function, and Gauge freedom of Lagrangian. (iv) Lagrangian systems with constraint — Lagrange multipliers, and generalised forces of constraint and virtual work. (v) Particles to fields — derivation of 1-dimensional wave equation, and electromagnetic Lagrangian to Lorentz force law and Maxwell’s equations. 3. Coupled Oscillators and small oscillations Lagrangian formulation of linearly coupled systems — normal modes and normal frequencies. Examples. 4. Hamiltonian formulation (i)Derivation of the Hamilton’s equations of motion. Hamiltonian of certain systems, specially of a particle in an electromagnetic field. (ii) Phase space flows in second-order autonomous systems. Special case of Classical Hamiltonian systems — comparison to incompressible fluids. Examples of Hamiltonian phase space flows — elliptic and hyperbolic fixed points. (iii) Gauge freedom of the Lagrangian and corresponding changes in the Hamiltonian. 5. Central forces (i)Differential and integral equations of orbit. (ii)Conditions for bounded orbits or/and closed orbits. Precession of the axis of ellipse. 6. Canonical Transformations (i)Motivation, condition for canonical transformation, and types of generating functions. (ii) Symplectic criterion for Canonical Transformations. (iii) Infinitesimal Canonical transformations, Generators. (iv) Poisson bracket invariance, and Jacobi’s identity. (v) Phase space volume conservation, and Liouville’s Theorem. Hamilton’s Jacobi equation. Discuss the quantum to classical limit. 7. Rigid bodies (i)Frames of reference — accelerating and rotating frames and pseudo-forces. (ii)Rigid body motion with one point fixed. The orthogonal rotation matrix — its components, determinant, and eigenvalues. Euler’s theorem. Finite rotation formula. Infinitesimal rotation matrix, and concept of angular velocity. (iii) Velocity of different points of a rigid body. Motion split into that of the Centre of mass, and about the Centre of mass — angular momentum, and kinetic energy formulas. The inertia tensor. Its components related to the symmetries of the rigid body. Parallel axis theorem. (iv) The body frame, Euler angles and Euler equations. (v) The symmetric top — force and torque free motion, and motion under constant gravity."
PH 403,Quantum Mechanics I,Theory,Interdisciplinary STEM Course.,I - Shankaranarayanan Subramaniam,"  Class : CL 113 ESE
FullSemester","5
Fri-5B-09:30:00-10:55:00-Class : CL 113 ESE
Wed-5A-09:30:00-10:55:00-Class : CL 113 ESE", , Biometric Enabled,300,,No restrictions,8.0,3.0,1.0, , ,N,"1.011Principles of Quantum Mechanics,R.Shankar, 2.011Introduction to Quantum Mechanics, D. J. Griffiths, 3.011Modern Quantum Mechanics, J.J.Sakurai4.011Quantum Mechanics, C. Cohen-Tannoudji and F. Lalo ̈e for reference material.5.011L. D. Landau and E. M. Lifshitz, Pergamon Press 1965","1. Experimental Motivation, Future of Quantum Mechanics. Axioms of QM. 2. Mathematical Preliminaries: Linear Algebra (esp. trace, partial trace, tensor products. . . ), Hilbert Space, Orthogonal Polynomials, Rotations &Unitaries. 3. Quantum States & Density Matrices. 4. Schr ̈odinger’s equation, Schr ̈odinger’s equation for Unitaries, Schr ̈odinger, Heisenberg & Interaction Pictures. 5. Simple Problems in One Dimension, Preview of Selection Rules. 6. Harmonic Oscillators, Uncertainty Principle, Ladder Operators. 7. Spin-1/2: Qubit states, Bloch Sphere Representation, Transitions, Rabi Oscillations. . . 8. Coupled Quantum Systems. . . 9. Central Force Problems, Rigid Rotor. . . 10. Hydrogen Atom, Angular Momentum Operators, Addition of Angular Momentum."
PH 405,Electronics,Theory,Interdisciplinary STEM Course.,I - Varun Bhalerao,"  Class : CL 103 ESE
FullSemester","2
Mon-2A-09:30:00-10:25:00-Class : CL 103 ESE
Thu-2C-11:35:00-12:30:00-Class : CL 103 ESE
Tue-2B-10:35:00-11:30:00-Class : CL 103 ESE", , Biometric Enabled,300,,No restrictions,6.0,2.0,1.0, , ,N,"1.011J. Millman and C. Halkias, Integrated Electronics: Analog and Digital Systems, McGraw Hill 19722.011A. P. Malvino, Electronic Principles, Tata McGraw Hill 19793.011J. Millman and H. Taub, Pulse and Digital Circuits, McGraw Hill 1956","Semiconductor basics, diodes, transistors, transistor models, biasing, amplifiers(CE, CC, Swamped), Darlington pairs, difference amplifiers, operational amplifiers,feedback, instrumentation amplifier, filters, JFETs and MOSFETs, Digitalelectronics: Logic gates, Boolean algebra, Karnaugh maps, flip flops, shiftregisters, adders, counters, ADC and DAC."
PH 407,Mathematical Physics I,Theory,Interdisciplinary STEM Course.,I - Siddhartha Santra,"  Class : CL 113 ESE
FullSemester","6
Fri-6B-11:05:00-12:30:00-Class : CL 113 ESE
Wed-6A-11:05:00-12:30:00-Class : CL 113 ESE", , Biometric Enabled,300,,No restrictions,8.0,3.0, ,1.0, ,N,"1.011M. R. Spiegel, Vector Analysis, Schaum302222s Outline Series, Tata McGraw Hill 19792.011V. Balakrishnan, Mathematical Physics, Ane Books 20173.011J. W. Brown and R. V. Churchill, Complex Variables and Applications, McGraw Hill International 19964.011G. B. Arfken and H. J. Weber, Mathematical Methods for Physicists, Academic Press 19955.011H. A. Hinchey, Introduction to Applicable Mathematics, Part 1, Wiley Eastern, 19806.011Dennery & Krzywicki, Mathematics for Physicists, Dover,7.011Dender & Orszag, Advanced Math. Methods for scientists & Engineers","1. Linear Vector space - Scalar product, Metric spaces, Linear operator, Matrix algebra, Eigenvalues and Eigenvector, , Infinite dimensional vector spaces, Introduction to tensors. 2. Theory of analytical functions : Complex analysis - Complex numbers, Cauchy-Riemann condition, Analytic function, Taylor and Laurent series, Classification of singularities, Series, Calculus of residue, Various contour integration, Conformal mapping , Riemann surface, Branch cut integrals, Analytic continuation, Integral approximation."
PH 434,Programming Lab,Lab,Interdisciplinary STEM Course.,I - Sai Vinjanampathy,"   
FullSemester","L
Fri-L4-14:00:00-16:55:00-
Tue-L2-14:00:00-16:55:00-", , ,0,,No restrictions,5.0,1.0, ,3.0, ,N,"B. Davis and T.R. Hoffmann, Fortran-77-A Structured Disciplined style, McGraw Hill, Singapore, 1988.",Exposure to DOS and Unix environment. Elementary numerical programming using either FORTRAN-77 or C Language.
PH 436,Introduction to Condensed Matter Physics,Theory,Interdisciplinary STEM Course.,I - Hridis Kumar Pal,"  Class : CL 111 ESE
FullSemester","4
Mon-4A-11:35:00-12:30:00-Class : CL 111 ESE
Thu-4C-09:30:00-10:25:00-Class : CL 111 ESE
Tue-4B-08:30:00-09:25:00-Class : CL 111 ESE", , Biometric Enabled,300,,No restrictions,6.0,2.0,1.0, , ,N,"1.011N. Ashcroft and N.D. Mermin, Solid state physics 2.011C. Kittel, Introduction to solid state physics, 7th ed., John Wiley 1997. 3.011J. R. Christman, Fundamentals of Solid State Physics. John Wiley 1988 4.011Ibach and Luth, Solid State Physics, Springer Verlag 2009","Crystal structures, reciprocal lattice, X-ray and electron diffraction. Lattice vibrations, Einstein and Debye models, phonons. Drude and Sommerfeld models. Bloch theorem, Empty lattice and nearly free electron model, tight-binding model, Density of states and Fermi surfaces. Semi classical model of electron dynamics. Concept of Effective mass."
PH 443,Electronics Laboratory,Lab,Interdisciplinary STEM Course.,I - Maniraj Mahalingam,"   
FullSemester","L
Mon-L1-14:00:00-16:55:00-", , ,0,,No restrictions,3.0, , ,3.0, ,N, ,"Logic gate circuits: all six gates and truth table verification; R-S and J-K flips using NOR-NAND gates, Design and study of common emitter amplifier, two stage feeddback amplifier, common collector and FET apmlifier, Use if IC741: (a) Inverting amplifier (b) Integulator (c) Multivibrator (d) Weinbridge oscillator, Unregulated and regulated power supply: estimation of ripple factor for different filters."
PH 446,Physics Laboratory (Solid state and Nuclear Physics),Lab,Interdisciplinary STEM Course.,"I - Sadhana Dash
I - Sunita Premshankarlal Srivastava","   
FullSemester","L
Tue-L2-14:00:00-16:55:00-", , ,0,,No restrictions,3.0, , ,3.0, ,N,Lab manuals of SSP and NP,"SSP: 1) g value using ESR spectrometer, 2) spin-lattice relaxation time using NMR spectrometer, 3) energy gap of a semiconductor using four-probe method, 4) carrier concentration using Hall measurement, 5) wave length of microwaves. NP: 1) Absorption coefficient of gamma-rays in Aluminium. 2) Low and high counting statistics using G. M. Counter. 3) Gamma-ray spectrometry using NaI(Tl) scintillator. 4) Compton scattering of gamma-ray using 137Cs source. 5) Coincident study of annihilation photons using 22Na source. 6) Rutherford scattering of alpha particles in gold."
PH 447,Physics Lab (Optics and Spectroscopy),Lab,Interdisciplinary STEM Course.,I - Anshuman Kumar,"   
FullSemester","L
Fri-L4-14:00:00-16:55:00-", , ,0,,No restrictions,3.0, , ,3.0, ,N,Lab manuals,Optics Spatial Filtering Spatial Coherence Mach-Zehnder Interferometer Nonlinear Optics / Z Scan CdS Nanoparticles (Theory) Spectroscopy Spin Orbit Coupling of Cu Absorption Spectrum of Iodine Rotation Spectrum of CN
PH 505,Introduction to Nuclear & Particle Physics,Theory,Interdisciplinary STEM Course.,I - Basanta Kumar Nandi,"  Class : CL 109 ESE
FullSemester","3
Mon-3A-10:35:00-11:30:00-Class : CL 109 ESE
Thu-3C-08:30:00-09:25:00-Class : CL 109 ESE
Tue-3B-11:35:00-12:30:00-Class : CL 109 ESE", S1, Biometric Enabled,300,"S1 B.Tech. Physics 
S2 M.Sc. Physics 
",No restrictions,6.0,2.0, ,1.0, ,N,"S S M Wong, Introductory Nuclear Physics, 2nd Edition, Wiley-VCH Verlag GmbH & Co.B L Cohen, Concepts Of Nuclear Physics, Mc Graw HillH A Enge, Introduction to Nuclear Physics Addison-Wesley J S Lilley, Nuclear Physics: Principles and Applications, John Wiley and SonsK Hyde, Basic ideas and concepts in nuclear physics, CRC PressW E Burcham, Nuclear and Particle Physics, Addison WesleyG Kane, Modern Elementary Particle Physics, Westview PressD J Griffiths, Introduction to Elementary Particles, John Wiley and Sons","Basic properties of nuclei and interactions, Nuclear binding energy, Nuclear moments, Nuclear models- independent particle model, shell model, Deuteron problem, Central and tensor forces, Radioactive decay-theory of alpha decay, Fermi theory of beta decay, gamma decay, Nuclear reactions- direct and compound reactions, Elementary particles- classification, symmetries and conserved quantum numbers, quark model"
PH 505,Introduction to Nuclear & Particle Physics,Theory,Interdisciplinary STEM Course.,I - Raghava Varma,"  Class Room - IC1
FullSemester","3
Mon-3A-10:35:00-11:30:00-Class Room - IC1
Thu-3C-08:30:00-09:25:00-Class Room - IC1
Tue-3B-11:35:00-12:30:00-Class Room - IC1", S2, Biometric Enabled,300,"S1 B.Tech. Physics 
S2 M.Sc. Physics 
",No restrictions,6.0,2.0, ,1.0, ,N,"S S M Wong, Introductory Nuclear Physics, 2nd Edition, Wiley-VCH Verlag GmbH & Co.B L Cohen, Concepts Of Nuclear Physics, Mc Graw HillH A Enge, Introduction to Nuclear Physics Addison-Wesley J S Lilley, Nuclear Physics: Principles and Applications, John Wiley and SonsK Hyde, Basic ideas and concepts in nuclear physics, CRC PressW E Burcham, Nuclear and Particle Physics, Addison WesleyG Kane, Modern Elementary Particle Physics, Westview PressD J Griffiths, Introduction to Elementary Particles, John Wiley and Sons","Basic properties of nuclei and interactions, Nuclear binding energy, Nuclear moments, Nuclear models- independent particle model, shell model, Deuteron problem, Central and tensor forces, Radioactive decay-theory of alpha decay, Fermi theory of beta decay, gamma decay, Nuclear reactions- direct and compound reactions, Elementary particles- classification, symmetries and conserved quantum numbers, quark model"
PH 512,Physics Lab (Optics and Spectroscopy),Lab,Interdisciplinary STEM Course.,I - Dinesh Jugal Kabra,"   
FullSemester","L
Tue-L2-14:00:00-16:55:00-", , ,0,,No restrictions,6.0,5.0, ,4.0, ,N,Lab manuals,Optics Spatial Filtering Spatial Coherence Mach-Zehnder Interferometer Nonlinear Optics / Z Scan CdsNanoparticals (Theory) Spectroscopy Spin Orbit Coupling of Cu Absorption Spectrum of Iodine Rotation Spectrum of CN
PH 515,Introduction to Atomic and Molecular Physics,Theory,Interdisciplinary STEM Course.,I - Tapanendu Kundu,"  Class Room : LC 201
FullSemester","4
Mon-4A-11:35:00-12:30:00-Class Room : LC 201
Thu-4C-09:30:00-10:25:00-Class Room : LC 201
Tue-4B-08:30:00-09:25:00-Class Room : LC 201", S1, Biometric Enabled,300,"S1 B.Tech. Physics 
S2 M.Sc. Physics 
",No restrictions,6.0,2.0,1.0, , ,N,"1. Atomic Physics by C.J. Foot, Oxford Master Series in Physics, Oxford University Press (2005).2. Atoms, Molecules and Photons: An Introduction to Atomic-, Molecular-and Quantum Physics by Wolfgang Demtr303266der, Springer (2010).3. Fundamentals of Molecular Spectroscopy by C.N. Banwell and E.M. McCash, Tata-McGraw-Hill (1995).4. Spectra of Atoms and Molecules by Peter F. Bernath, Oxford University Press (2005).5. Physics of atoms and molecules, Bransden and Joachain, Pearson 2003","Review of one and two-electron atoms: Relativistic effects (spin orbit, mass-velocity and Darwin terms) in hydrogen and hydrogenic atoms, Lamb shift, ground and excited states of helium, shell structure of alkalis, quantum defect, Rydberg levels. Basics of spectroscopy: Absorption and emission of photons, Transition probabilities and cross-sections, Lifetime, Line broadening mechanisms, Homogenous and in-homogenous broadening. Many electron atoms: Central field approximation, coupled and uncoupled representations, L-S and j-j coupling schemes, Selection rules, Zeeman and Paschen-Back effects, Hyperfine interaction (magnetic dipole and electric quadrupole interactions), Isotope shift (mass shift and volume shift). Molecular structure: Born-Oppenheimer approximation, Rotational structure of diatomic molecules and extension to linear, symmetric/spherical top molecules, vibrational structure of diatomic molecules and extension to triatomic molecules, Rotational-vibrational spectrum of diatomic molecules, Electronic structure of diatomic molecules and extension to simple polyatomic molecules, Selection rules for rotational, vibrational and electronic transitions, Franck-Condon principle, Raman effect. Experimental techniques in atomic and molecular physics: Absorption, Fluorescence, Raman, Two-photon, Doppler-limited and Doppler-free spectroscopy, X-ray and photoelectron spectroscopy, Cooling and trapping of atoms/ions."
PH 515,Introduction to Atomic and Molecular Physics,Theory,Interdisciplinary STEM Course.,I - Krishnawarrier Gopinathawarrier Suresh,"  Class : CL 105 ESE
FullSemester","5
Fri-5B-09:30:00-10:55:00-Class : CL 105 ESE
Wed-5A-09:30:00-10:55:00-Class : CL 105 ESE", S2, Biometric Enabled,300,"S1 B.Tech. Physics 
S2 M.Sc. Physics 
",No restrictions,6.0,2.0,1.0, , ,N,"1. Atomic Physics by C.J. Foot, Oxford Master Series in Physics, Oxford University Press (2005).2. Atoms, Molecules and Photons: An Introduction to Atomic-, Molecular-and Quantum Physics by Wolfgang Demtr303266der, Springer (2010).3. Fundamentals of Molecular Spectroscopy by C.N. Banwell and E.M. McCash, Tata-McGraw-Hill (1995).4. Spectra of Atoms and Molecules by Peter F. Bernath, Oxford University Press (2005).5. Physics of atoms and molecules, Bransden and Joachain, Pearson 2003","Review of one and two-electron atoms: Relativistic effects (spin orbit, mass-velocity and Darwin terms) in hydrogen and hydrogenic atoms, Lamb shift, ground and excited states of helium, shell structure of alkalis, quantum defect, Rydberg levels. Basics of spectroscopy: Absorption and emission of photons, Transition probabilities and cross-sections, Lifetime, Line broadening mechanisms, Homogenous and in-homogenous broadening. Many electron atoms: Central field approximation, coupled and uncoupled representations, L-S and j-j coupling schemes, Selection rules, Zeeman and Paschen-Back effects, Hyperfine interaction (magnetic dipole and electric quadrupole interactions), Isotope shift (mass shift and volume shift). Molecular structure: Born-Oppenheimer approximation, Rotational structure of diatomic molecules and extension to linear, symmetric/spherical top molecules, vibrational structure of diatomic molecules and extension to triatomic molecules, Rotational-vibrational spectrum of diatomic molecules, Electronic structure of diatomic molecules and extension to simple polyatomic molecules, Selection rules for rotational, vibrational and electronic transitions, Franck-Condon principle, Raman effect. Experimental techniques in atomic and molecular physics: Absorption, Fluorescence, Raman, Two-photon, Doppler-limited and Doppler-free spectroscopy, X-ray and photoelectron spectroscopy, Cooling and trapping of atoms/ions."
PH 517,Methods in Analytical Techniques,Theory,Interdisciplinary STEM Course.,I - Mohammed Shabbir Aslam,"  Class Room - IC1
FullSemester","1
Mon-1A-08:30:00-09:25:00-Class Room - IC1
Thu-1C-10:35:00-11:30:00-Class Room - IC1
Tue-1B-09:30:00-10:25:00-Class Room - IC1", , Biometric Enabled,300,,No restrictions,6.0,2.0,1.0, , ,N,"1. R.S. Drago, Physical methods, 2nd ed., Saunders College Publishing, 1992. 2. B.G.Yacobi, D.B.Holt and L.L.Kazmerski, Microanalysis of Solids, Plenum Press, 1994.","Structure and Microstructure analysis by X-ray and electron diffraction, transmission and scanning electron microscopy techniques. Study of molecular structure by resonance techniques like Nuclear magnetic resonance (NMR), Fourier transform NMR (FTNMR) and Electron spin resonance (ESR). Study of molecular structure by Infrared (IR), Fourier transform IR (FTIR) and Raman spectroscopies. Study of electronic structure by Photoelectron Spectroscopy and X-ray absorption techniques. Composition analysis by Energy dispersive X-ray (EDX), Auger Electron Spectroscopy (AES) and Secondary ion mass spectrometry (SIMS). Study of surface morphology and structure by Scanning tunneling and Atomic Force microscopies (STM, AFM). Study of magnetic thin films by Ferromagnetic resonance, vibrating sample and torque magnetometry and Magnetic force microscopy."
PH 523,Quantum Mechanics III,Theory,Interdisciplinary STEM Course.,I - Asmita Mukherjee,"  Class Room : LT 103
FullSemester","9
Mon-9A-15:30:00-16:55:00-Class Room : LT 103
Thu-9B-15:30:00-16:55:00-Class Room : LT 103", , ,300,,No restrictions,6.0,2.0, ,1.0, ,N,"1.Relativistic Quantum Mechanics, Bjorken and Drell2.Quarks and Leptons : an Introductory course in modern particle physics,Halzen and Martin3.A first book on quantum field theory, Lahiri and Pal; 4.An introduction to quantum field theory, Peskin and Schroeder.","Relativistic wave equation : (a) Klein-Gordon equation, solution for K-Gequation (free spin zero particles), Lagrangian and energy-momentum tensor of K-G field, symmetries and Noethers theorem, conserved charge and current,Interaction of a relativistic spin-zero particle with electromagnetic field, (b) Rotation group and angular momentum, Dirac equation for spin-1/2 particle, covariant form, continuity relation, holetheory, free particle spinors, antiparticles,Lagrangian density and energy-momentum tensor, normalization of spinors and completeness relation,zero mass fermions, (c) Field theory and second quantization:quantization of free scalar field, ground state of the Hamiltonian, normal ordering, Fock space, complex scalar field, propagator of real and complex scalar field, microscopic causality, Quantization of free Dirac field,Fourier decomposition, propagator of Dirac field."
PH 534,Quantum Information and Computing,Theory,Interdisciplinary STEM Course.,I - Himadri Shekhar Dhar,"  Class Room : LC 202
FullSemester","13
Mon-13A-19:00:00-20:25:00-Class Room : LC 202
Thu-13B-19:00:00-20:25:00-Class Room : LC 202", , Biometric Enabled,300,,No restrictions,6.0,2.0,1.0, , ,N,"[1] Nielsen, Michael A., and Isaac L. Chuang. ""Quantum Computation and Quantum Information (Cambridge University Press, Cambridge, 2000).""302240URL https://doi. org/10.1017/CBO9780511976667.[2] Nakahara, Mikio.302240Quantum computing: from linear algebra to physical realizations. CRC press, 2008.[3] Preskill, John. ""Lecture notes for physics 229: Quantum information and computation.""302240California Institute of Technology30224016, no. 1 (1998): 1-8.","Module 1: Basics of quantum information (30% lectures) i) States, density matrices and operators; Dynamics; Measurement; No-cloning theorem ii) Quantum gates; Deutsch-Jozsa; Grover algorithm; BB84; Di-Vincenzo criteria   Module 2: Entropy and entanglement (40% lectures) iii) Entropy as information (von-Neumann entropy); Mutual information; Distance measures and relative entropy iv) Concept of entanglement; Schmidt decomposition; State conversion and entanglement entropy; Dense coding; Teleportation; Entanglement distillation; Other measures   Module 3: Decoherence and open dynamics (30% lectures) v) Imperfect state preparation; Reduced states; Coherence vi) Open system dynamics; CPTP maps; Kraus representation; Stinesping dilation;  vii) Examples of quantum channels; Choi-Jamiałkowski isomorphism"
